transaction_id,customer_id,transaction_datetime,amount,transaction_type,merchant_name,category,fraud_flag
20793,1944,2023-12-16 07:40:15,36.65,Purchase,Publix,Travel,no_fraud
20794,1112,2023-12-16 08:25:18,19.33,Purchase,Florist,Entertainment,no_fraud
20795,5825,2023-12-16 08:26:50,5445.27,Deposit,N/A,Deposit,no_fraud
20796,7642,2023-12-16 09:04:10,24.27,Purchase,Hilton Hotels,Transportation,no_fraud
20797,9883,2023-12-16 09:37:01,9.48,Purchase,Amazon Prime,Dining,no_fraud
20798,8524,2023-12-16 09:42:51,40.85,Purchase,Hair Salon,Groceries,no_fraud
20799,8951,2023-12-16 09:50:25,24.3,Purchase,Hardware Store,Healthcare,no_fraud
20800,3855,2023-12-16 09:54:48,11.86,Purchase,Pharmacy,Transportation,no_fraud
20801,5859,2023-12-16 11:02:59,40.56,Purchase,AT&T,Groceries,no_fraud
20802,1441,2023-12-16 11:58:31,80.0,Withdrawal,N/A,Withdrawal,no_fraud
20803,8744,2023-12-16 12:21:03,18.85,Purchase,CVS,Groceries,no_fraud
20804,3460,2023-12-16 12:37:02,52.25,Purchase,Walmart,Shopping,no_fraud
20805,7931,2023-12-16 12:59:25,6.29,Purchase,Panera Bread,Utilities,no_fraud
20806,965,2023-12-16 13:31:12,8.8,Purchase,Enterprise,Groceries,no_fraud
20807,4461,2023-12-16 13:50:18,11.84,Purchase,Grocery Store,Healthcare,no_fraud
20808,4925,2023-12-16 14:05:47,109.51,Purchase,Amazon,Travel,no_fraud
20809,8112,2023-12-16 14:37:42,22.91,Purchase,McDonald's,Utilities,no_fraud
20810,640,2023-12-16 15:12:17,24.56,Purchase,CVS,Healthcare,no_fraud
20811,3539,2023-12-16 15:42:26,15.99,Purchase,Medical Office,Home,no_fraud
20812,7996,2023-12-16 16:59:57,21.94,Purchase,Delta Airlines,Shopping,no_fraud
20813,156,2023-12-16 17:52:12,52.45,Purchase,Panera Bread,Groceries,no_fraud
20814,991,2023-12-16 18:09:11,28.34,Purchase,Hilton Hotels,Utilities,no_fraud
20815,7595,2023-12-16 18:10:38,24.42,Purchase,Chipotle,Travel,no_fraud
20816,7680,2023-12-16 18:25:11,320.0,Withdrawal,N/A,Withdrawal,no_fraud
20817,4503,2023-12-16 19:01:02,23.98,Purchase,Medical Office,Dining,no_fraud
20818,7833,2023-12-16 19:09:02,207.86,Purchase,Grocery Store,Home,no_fraud
20819,5055,2023-12-16 19:11:12,16.91,Purchase,Costco,Utilities,no_fraud
20820,5214,2023-12-16 19:13:32,8.84,Purchase,Microsoft,Shopping,no_fraud
20821,1770,2023-12-16 19:16:22,21.63,Purchase,Department Store,Healthcare,no_fraud
20822,8845,2023-12-16 20:17:14,28.77,Purchase,Geico,Shopping,no_fraud
20823,144,2023-12-16 20:28:40,26.25,Purchase,Netflix,Travel,no_fraud
20824,5078,2023-12-16 21:42:08,14.97,Purchase,Medical Office,Utilities,no_fraud
20825,5213,2023-12-16 21:51:45,26.73,Purchase,Pet Store,Entertainment,no_fraud
20826,6076,2023-12-16 22:05:44,14.89,Purchase,Department Store,Transportation,no_fraud
20827,9750,2023-12-16 23:18:33,27.81,Purchase,HBO Max,Utilities,no_fraud
20828,1121,2023-12-16 23:25:00,8.55,Purchase,Amazon,Education,no_fraud
20829,6123,2023-12-17 00:22:22,14.38,Purchase,Hilton Hotels,Travel,no_fraud
20830,6302,2023-12-17 02:19:19,31.34,Purchase,CVS,Travel,no_fraud
20831,5652,2023-12-17 02:53:57,20.4,Purchase,Coffee Shop,Shopping,no_fraud
20832,3752,2023-12-17 03:09:05,7.39,Purchase,Medical Office,Shopping,no_fraud
20833,1563,2023-12-17 03:38:48,25.84,Purchase,Delta Airlines,Groceries,no_fraud
20834,4323,2023-12-17 04:54:15,8.84,Purchase,Hardware Store,Utilities,no_fraud
20835,7242,2023-12-17 05:27:50,18.72,Purchase,Pet Store,Utilities,no_fraud
20836,7859,2023-12-17 06:05:46,239.17,Deposit,N/A,Deposit,no_fraud
20837,5263,2023-12-17 06:08:29,127.08,Purchase,Home Depot,Transportation,no_fraud
20838,4423,2023-12-17 06:50:55,11.14,Purchase,Delta Airlines,Utilities,no_fraud
20839,2507,2023-12-17 06:52:46,1000.0,Withdrawal,N/A,Withdrawal,no_fraud
20840,7767,2023-12-17 06:57:17,21.48,Purchase,Hulu,Healthcare,no_fraud
20841,4919,2023-12-17 07:20:12,25.49,Purchase,Disney+,Utilities,no_fraud
20842,4741,2023-12-17 07:55:44,29.1,Purchase,Shell,Travel,no_fraud
20843,1137,2023-12-17 10:10:24,21.73,Purchase,Toy Store,Travel,no_fraud
20844,9714,2023-12-17 10:13:38,36.55,Purchase,Publix,Entertainment,no_fraud
20845,6063,2023-12-17 10:38:58,32.89,Purchase,Toy Store,Utilities,no_fraud
20846,3896,2023-12-17 10:51:49,24.5,Purchase,Jewelry Store,Groceries,no_fraud
20847,7342,2023-12-17 10:55:45,15.62,Purchase,Hulu,Groceries,no_fraud
20848,9567,2023-12-17 11:25:10,28.91,Purchase,Safeway,Home,no_fraud
20849,8845,2023-12-17 11:57:42,49.82,Purchase,Lyft,Utilities,no_fraud
20850,552,2023-12-17 12:19:39,12.72,Purchase,Hair Salon,Groceries,no_fraud
20851,5250,2023-12-17 13:55:35,27.98,Purchase,Marriott Hotels,Dining,no_fraud
20852,1581,2023-12-17 13:57:45,569.45,Transfer,N/A,Transfer,no_fraud
20853,7447,2023-12-17 14:11:33,17.32,Purchase,Lyft,Travel,no_fraud
20854,9060,2023-12-17 15:44:48,323.55,Deposit,N/A,Deposit,no_fraud
20855,8681,2023-12-17 15:59:31,13.19,Purchase,Dunkin',Entertainment,no_fraud
20856,3327,2023-12-17 16:20:22,11.67,Purchase,Dunkin',Healthcare,no_fraud
20857,7154,2023-12-17 16:31:06,22.92,Purchase,Marriott Hotels,Dining,no_fraud
20858,408,2023-12-17 16:40:41,19.34,Purchase,Publix,Travel,no_fraud
20859,85,2023-12-17 16:52:11,4.35,Purchase,Enterprise,Travel,no_fraud
20860,2974,2023-12-17 17:14:39,18.05,Purchase,Sporting Goods,Dining,no_fraud
20861,5537,2023-12-17 17:18:04,12.19,Purchase,Safeway,Groceries,no_fraud
20862,1904,2023-12-17 17:58:37,30.46,Purchase,Dental Office,Dining,no_fraud
20863,6277,2023-12-17 18:28:59,21.12,Purchase,Home Depot,Entertainment,no_fraud
20864,816,2023-12-17 19:13:24,156.05,Deposit,N/A,Deposit,no_fraud
20865,4844,2023-12-17 19:22:32,17.19,Purchase,Department Store,Shopping,no_fraud
20866,6617,2023-12-17 19:23:26,24.87,Purchase,DoorDash,Healthcare,no_fraud
20867,7987,2023-12-17 20:27:58,37.1,Purchase,Starbucks,Transportation,no_fraud
20868,2675,2023-12-17 20:34:10,18.13,Purchase,Airbnb,Utilities,no_fraud
20869,6867,2023-12-17 20:58:56,62.68,Purchase,Convenience Store,Shopping,no_fraud
20870,8229,2023-12-17 22:29:34,246.61,Purchase,Safeway,Travel,no_fraud
20871,559,2023-12-17 22:50:38,22.46,Purchase,McDonald's,Utilities,no_fraud
20872,5289,2023-12-17 22:56:25,19.8,Purchase,Marriott Hotels,Shopping,no_fraud
20873,8624,2023-12-17 23:05:53,890.37,Deposit,N/A,Deposit,no_fraud
20874,8177,2023-12-17 23:23:36,24.39,Purchase,Trader Joe's,Shopping,no_fraud
20875,705,2023-12-17 23:32:47,694.39,Transfer,N/A,Transfer,no_fraud
20876,6657,2023-12-17 23:35:29,10.23,Purchase,Trader Joe's,Transportation,no_fraud
20877,8224,2023-12-17 23:38:43,166.56,Deposit,N/A,Deposit,no_fraud
20878,3204,2023-12-18 00:10:33,21.11,Purchase,Walmart,Travel,no_fraud
20879,5957,2023-12-18 00:31:39,13.01,Purchase,Grocery Store,Transportation,no_fraud
20880,7189,2023-12-18 01:35:37,17.05,Purchase,Dunkin',Groceries,no_fraud
20881,2611,2023-12-18 02:06:30,42.25,Purchase,Panera Bread,Dining,no_fraud
20882,1027,2023-12-18 02:22:55,13.02,Purchase,Hilton Hotels,Travel,no_fraud
20883,2355,2023-12-18 02:32:15,24.91,Purchase,AT&T,Healthcare,no_fraud
20884,1474,2023-12-18 02:54:30,160.0,Withdrawal,N/A,Withdrawal,no_fraud
20885,2716,2023-12-18 03:03:35,7.62,Purchase,Google,Shopping,no_fraud
20886,6952,2023-12-18 03:13:24,41.2,Purchase,Dunkin',Healthcare,no_fraud
20887,1292,2023-12-18 03:41:20,18.53,Purchase,Target,Entertainment,no_fraud
20888,9624,2023-12-18 04:46:28,12.16,Purchase,Local Restaurant,Shopping,no_fraud
20889,5079,2023-12-18 04:59:15,29.57,Purchase,Best Buy,Dining,no_fraud
20890,4597,2023-12-18 05:00:30,17.56,Purchase,Marriott Hotels,Transportation,no_fraud
20891,2485,2023-12-18 05:00:59,8.68,Purchase,Pet Store,Shopping,no_fraud
20892,297,2023-12-18 06:55:07,8.09,Purchase,Florist,Transportation,no_fraud
20893,4637,2023-12-18 07:03:52,25.9,Purchase,Dental Office,Home,no_fraud
20894,1634,2023-12-18 08:20:48,45.46,Purchase,Gym,Education,no_fraud
20895,2593,2023-12-18 08:32:01,537.8,Deposit,N/A,Deposit,no_fraud
20896,1828,2023-12-18 08:54:37,1282.77,Transfer,N/A,Transfer,no_fraud
20897,9674,2023-12-18 08:54:48,31.32,Purchase,Pharmacy,Shopping,no_fraud
20898,823,2023-12-18 10:16:14,37.86,Purchase,Local Restaurant,Entertainment,no_fraud
20899,2987,2023-12-18 10:49:55,39.71,Purchase,Google,Home,no_fraud
20900,5200,2023-12-18 11:24:58,25.39,Purchase,Enterprise,Education,no_fraud
20901,2756,2023-12-18 11:53:56,20.0,Withdrawal,N/A,Withdrawal,no_fraud
20902,9082,2023-12-18 12:50:49,18.24,Purchase,Sporting Goods,Home,no_fraud
20903,2455,2023-12-18 13:09:53,24.02,Purchase,Medical Office,Shopping,no_fraud
20904,9208,2023-12-18 13:20:38,25.07,Purchase,Chipotle,Education,no_fraud
20905,5428,2023-12-18 13:29:40,11.07,Purchase,Enterprise,Shopping,no_fraud
20906,5930,2023-12-18 13:31:50,21.27,Purchase,Sporting Goods,Transportation,no_fraud
20907,2901,2023-12-18 15:05:50,8.91,Purchase,Target,Groceries,no_fraud
20908,3207,2023-12-18 15:12:37,31.43,Purchase,Medical Office,Entertainment,no_fraud
20909,326,2023-12-18 16:38:18,21.94,Purchase,Netflix,Healthcare,no_fraud
20910,23,2023-12-18 17:09:21,13.46,Purchase,Home Depot,Travel,no_fraud
20911,3434,2023-12-18 18:13:25,11.73,Purchase,Exxon,Travel,no_fraud
20912,7147,2023-12-18 18:46:36,170.87,Deposit,N/A,Deposit,no_fraud
20913,2989,2023-12-18 19:01:42,645.27,Deposit,N/A,Deposit,no_fraud
20914,9402,2023-12-18 19:18:50,23.74,Purchase,Marriott Hotels,Groceries,no_fraud
20915,4550,2023-12-18 19:19:58,34.22,Purchase,Subway,Utilities,no_fraud
20916,4441,2023-12-18 19:39:54,288.17,Purchase,Enterprise,Shopping,no_fraud
20917,4594,2023-12-18 20:03:37,22.24,Purchase,Walmart,Dining,no_fraud
20918,4796,2023-12-18 20:30:50,17.11,Purchase,Publix,Healthcare,no_fraud
20919,1239,2023-12-18 20:36:16,81.39,Purchase,Department Store,Transportation,no_fraud
20920,8709,2023-12-18 21:01:10,22.97,Purchase,McDonald's,Education,no_fraud
20921,7448,2023-12-18 21:32:56,54.63,Purchase,Panera Bread,Healthcare,no_fraud
20922,5471,2023-12-18 22:07:39,21.17,Purchase,Hardware Store,Travel,no_fraud
20923,2367,2023-12-18 22:08:42,23.39,Purchase,Uber,Utilities,fraud
20924,5508,2023-12-18 22:55:05,39.43,Purchase,Starbucks,Entertainment,no_fraud
20925,7683,2023-12-18 23:49:53,19.92,Purchase,Delta Airlines,Dining,no_fraud
20926,5248,2023-12-19 00:29:11,355.66,Deposit,N/A,Deposit,no_fraud
20927,4587,2023-12-19 01:26:56,20.68,Purchase,Walmart,Home,no_fraud
20928,9218,2023-12-19 01:58:01,2000.0,Withdrawal,N/A,Withdrawal,no_fraud
20929,5381,2023-12-19 02:38:01,31.33,Purchase,Department Store,Dining,no_fraud
20930,5308,2023-12-19 02:45:48,11.65,Purchase,Geico,Education,no_fraud
20931,5970,2023-12-19 03:18:47,14.98,Purchase,McDonald's,Dining,no_fraud
20932,9907,2023-12-19 05:25:29,24.96,Purchase,Trader Joe's,Entertainment,no_fraud
20933,9489,2023-12-19 05:37:44,27.6,Purchase,AT&T,Utilities,no_fraud
20934,1958,2023-12-19 05:39:15,15.74,Purchase,Gym,Shopping,no_fraud
20935,2188,2023-12-19 06:51:03,24.38,Purchase,Publix,Education,no_fraud
20936,1820,2023-12-19 06:51:11,8.23,Purchase,Clothing Store,Transportation,no_fraud
20937,9375,2023-12-19 06:55:36,10.02,Purchase,Amazon Prime,Utilities,no_fraud
20938,1019,2023-12-19 06:56:52,12.59,Purchase,Hulu,Transportation,no_fraud
20939,1829,2023-12-19 07:06:44,20.88,Purchase,Apple,Groceries,no_fraud
20940,8558,2023-12-19 07:10:00,14.65,Purchase,State Farm,Groceries,no_fraud
20941,3621,2023-12-19 07:13:42,35.65,Purchase,Google,Healthcare,no_fraud
20942,6354,2023-12-19 07:22:12,145.14,Transfer,N/A,Transfer,no_fraud
20943,7932,2023-12-19 07:32:45,8.62,Purchase,CVS,Utilities,no_fraud
20944,6466,2023-12-19 07:41:53,15.26,Purchase,Lyft,Travel,no_fraud
20945,7395,2023-12-19 08:17:57,24.57,Purchase,Clothing Store,Education,no_fraud
20946,8451,2023-12-19 08:30:47,13.0,Purchase,Safeway,Education,no_fraud
20947,2165,2023-12-19 08:37:58,106.92,Purchase,Geico,Education,no_fraud
20948,5146,2023-12-19 09:51:58,16.6,Purchase,Gym,Home,no_fraud
20949,3973,2023-12-19 09:52:19,13.52,Purchase,Walmart,Transportation,no_fraud
20950,1280,2023-12-19 11:15:50,16.96,Purchase,CVS,Dining,no_fraud
20951,9555,2023-12-19 11:18:06,15.59,Purchase,Exxon,Utilities,no_fraud
20952,3256,2023-12-19 11:37:22,12.52,Purchase,State Farm,Healthcare,no_fraud
20953,9431,2023-12-19 11:38:17,21.51,Purchase,Google,Groceries,no_fraud
20954,7927,2023-12-19 12:02:10,39.23,Purchase,Jewelry Store,Groceries,no_fraud
20955,6347,2023-12-19 12:05:10,20.34,Purchase,Electronics Store,Transportation,no_fraud
20956,8137,2023-12-19 12:33:14,347.83,Deposit,N/A,Deposit,no_fraud
20957,6736,2023-12-19 12:40:16,14.7,Purchase,Pharmacy,Groceries,no_fraud
20958,374,2023-12-19 12:54:00,18.9,Purchase,Uber,Utilities,no_fraud
20959,8204,2023-12-19 13:15:51,16.96,Purchase,Starbucks,Education,no_fraud
20960,4829,2023-12-19 14:10:30,30.96,Purchase,Walmart,Groceries,no_fraud
20961,6661,2023-12-19 14:18:57,11.83,Purchase,Walgreens,Entertainment,no_fraud
20962,1418,2023-12-19 14:19:08,25.67,Purchase,Best Buy,Shopping,no_fraud
20963,1065,2023-12-19 14:19:32,25.01,Purchase,Furniture Store,Shopping,no_fraud
20964,3092,2023-12-19 15:15:21,41.12,Purchase,Electronics Store,Education,no_fraud
20965,8382,2023-12-19 15:38:39,38.27,Purchase,Verizon,Entertainment,no_fraud
20966,4097,2023-12-19 16:04:13,73.46,Purchase,Airbnb,Home,no_fraud
20967,5178,2023-12-19 16:25:49,37.52,Purchase,Subway,Transportation,no_fraud
20968,3077,2023-12-19 17:09:11,24.02,Purchase,Florist,Entertainment,no_fraud
20969,4318,2023-12-19 17:11:51,22.61,Purchase,Amazon Prime,Utilities,no_fraud
20970,5785,2023-12-19 17:38:35,22.39,Purchase,Auto Shop,Travel,no_fraud
20971,1410,2023-12-19 18:18:27,57.38,Purchase,Gas Station,Utilities,no_fraud
20972,5275,2023-12-19 19:12:55,80.0,Withdrawal,N/A,Withdrawal,no_fraud
20973,9063,2023-12-19 19:15:37,12.97,Purchase,Disney+,Dining,no_fraud
20974,307,2023-12-19 19:28:37,19.21,Purchase,Apple,Utilities,no_fraud
20975,832,2023-12-19 19:32:21,33.54,Purchase,Publix,Utilities,no_fraud
20976,2169,2023-12-19 20:34:49,14.17,Purchase,Geico,Travel,no_fraud
20977,250,2023-12-19 22:32:57,28.79,Purchase,Comcast,Travel,no_fraud
20978,6098,2023-12-19 23:01:45,14.57,Purchase,Verizon,Home,no_fraud
20979,1202,2023-12-19 23:17:00,874.87,Deposit,N/A,Deposit,no_fraud
20980,6976,2023-12-19 23:23:29,2243.01,Deposit,N/A,Deposit,no_fraud
20981,8462,2023-12-19 23:37:23,18.55,Purchase,Hair Salon,Groceries,no_fraud
20982,4474,2023-12-20 00:43:40,12.2,Purchase,Uber,Groceries,no_fraud
20983,1396,2023-12-20 01:06:56,9.95,Purchase,Medical Office,Shopping,no_fraud
20984,8537,2023-12-20 01:34:27,1111.36,Deposit,N/A,Deposit,no_fraud
20985,4802,2023-12-20 02:20:02,56.48,Purchase,Best Buy,Groceries,no_fraud
20986,8489,2023-12-20 02:44:27,44.68,Purchase,Lyft,Entertainment,no_fraud
20987,4457,2023-12-20 03:00:12,34.03,Purchase,Disney+,Education,no_fraud
20988,7519,2023-12-20 03:25:59,31.01,Purchase,Hulu,Dining,no_fraud
20989,8270,2023-12-20 03:35:16,39.72,Purchase,Hair Salon,Healthcare,no_fraud
20990,6573,2023-12-20 03:45:42,34.06,Purchase,McDonald's,Healthcare,no_fraud
20991,3693,2023-12-20 03:58:16,22.25,Purchase,Auto Shop,Shopping,no_fraud
20992,4327,2023-12-20 04:09:05,31.08,Purchase,State Farm,Dining,no_fraud
20993,1147,2023-12-20 04:33:50,56.52,Purchase,Medical Office,Groceries,no_fraud
20994,4377,2023-12-20 04:51:13,21.77,Purchase,AT&T,Travel,no_fraud
20995,5717,2023-12-20 04:59:39,11.75,Purchase,Home Depot,Travel,no_fraud
20996,3887,2023-12-20 05:08:58,5.05,Purchase,Instacart,Groceries,no_fraud
20997,3261,2023-12-20 05:32:53,490.4,Deposit,N/A,Deposit,no_fraud
20998,478,2023-12-20 07:06:13,15.41,Purchase,Hair Salon,Entertainment,no_fraud
20999,9077,2023-12-20 07:24:37,14.62,Purchase,Gym,Transportation,no_fraud
21000,6711,2023-12-20 07:44:53,28.86,Purchase,Lyft,Travel,no_fraud
21001,5179,2023-12-20 07:46:33,19.7,Purchase,Hulu,Home,no_fraud
21002,412,2023-12-20 08:15:18,40.0,Withdrawal,N/A,Withdrawal,no_fraud
21003,9072,2023-12-20 08:20:13,100.0,Withdrawal,N/A,Withdrawal,no_fraud
21004,3035,2023-12-20 08:48:02,38.72,Purchase,DoorDash,Dining,no_fraud
21005,6032,2023-12-20 08:57:40,15.2,Purchase,Panera Bread,Utilities,no_fraud
21006,5478,2023-12-20 09:05:45,14.81,Purchase,Google,Dining,no_fraud
21007,960,2023-12-20 09:06:24,26.76,Purchase,Convenience Store,Healthcare,no_fraud
21008,1966,2023-12-20 09:16:59,22.02,Purchase,Spotify,Transportation,no_fraud
21009,6829,2023-12-20 09:45:47,19.01,Purchase,Pharmacy,Travel,no_fraud
21010,6348,2023-12-20 10:00:34,25.65,Purchase,Amazon Prime,Healthcare,no_fraud
21011,5070,2023-12-20 11:41:10,12.87,Purchase,Google,Utilities,no_fraud
21012,3810,2023-12-20 12:07:43,18.0,Purchase,Best Buy,Utilities,no_fraud
21013,7840,2023-12-20 12:08:51,12.52,Purchase,Local Restaurant,Entertainment,no_fraud
21014,8441,2023-12-20 12:26:50,13.81,Purchase,Bookstore,Dining,no_fraud
21015,25,2023-12-20 12:31:00,8.08,Purchase,Chipotle,Travel,no_fraud
21016,5696,2023-12-20 13:15:47,30.9,Purchase,Walgreens,Shopping,no_fraud
21017,7805,2023-12-20 13:19:37,14.23,Purchase,Instacart,Entertainment,no_fraud
21018,6506,2023-12-20 13:43:58,10.76,Purchase,State Farm,Shopping,no_fraud
21019,1820,2023-12-20 15:29:27,11.16,Purchase,Gym,Dining,no_fraud
21020,3440,2023-12-20 15:31:28,15.44,Purchase,Gym,Utilities,no_fraud
21021,1854,2023-12-20 17:01:30,32.89,Purchase,Home Depot,Healthcare,no_fraud
21022,4949,2023-12-20 17:04:52,26.19,Purchase,Dental Office,Healthcare,no_fraud
21023,7244,2023-12-20 17:14:30,30.65,Purchase,Trader Joe's,Education,no_fraud
21024,1182,2023-12-20 17:49:36,46.85,Purchase,Starbucks,Entertainment,no_fraud
21025,6721,2023-12-20 18:00:47,12.99,Purchase,Enterprise,Home,no_fraud
21026,9877,2023-12-20 18:38:00,24.78,Purchase,Walmart,Utilities,no_fraud
21027,2180,2023-12-20 18:40:50,62.0,Purchase,Uber,Travel,no_fraud
21028,4896,2023-12-20 19:32:43,81.26,Purchase,Chevron,Dining,no_fraud
21029,1325,2023-12-20 20:02:14,327.25,Purchase,Dunkin',Shopping,no_fraud
21030,3157,2023-12-20 20:08:56,4000.0,Withdrawal,N/A,Withdrawal,no_fraud
21031,1885,2023-12-20 20:17:17,6.22,Purchase,Hilton Hotels,Groceries,no_fraud
21032,603,2023-12-20 21:12:01,16.25,Purchase,Trader Joe's,Transportation,no_fraud
21033,356,2023-12-20 21:18:47,30.48,Purchase,Subway,Education,no_fraud
21034,5133,2023-12-20 21:24:33,22.83,Purchase,Sporting Goods,Education,no_fraud
21035,5611,2023-12-20 21:25:45,15.84,Purchase,Pharmacy,Healthcare,no_fraud
21036,8674,2023-12-20 21:30:30,35.53,Purchase,Kroger,Education,no_fraud
21037,9306,2023-12-20 22:05:56,17.27,Purchase,Panera Bread,Healthcare,no_fraud
21038,5512,2023-12-20 22:42:15,41.59,Purchase,Microsoft,Home,no_fraud
21039,8446,2023-12-20 23:57:03,42.89,Purchase,Chipotle,Utilities,no_fraud
21040,1571,2023-12-21 00:04:47,13.39,Purchase,Home Depot,Education,no_fraud
21041,6348,2023-12-21 01:02:53,10.92,Purchase,Local Restaurant,Shopping,no_fraud
21042,4280,2023-12-21 01:08:56,110.64,Purchase,Clothing Store,Travel,no_fraud
21043,2690,2023-12-21 01:09:09,25.59,Refund,Publix,Shopping,no_fraud
21044,9417,2023-12-21 01:25:01,10.28,Purchase,Convenience Store,Shopping,no_fraud
21045,2744,2023-12-21 01:42:04,15.16,Purchase,Kroger,Transportation,no_fraud
21046,4652,2023-12-21 02:01:32,34.4,Purchase,Publix,Utilities,no_fraud
21047,479,2023-12-21 02:30:53,167.08,Transfer,N/A,Transfer,no_fraud
21048,7851,2023-12-21 02:38:03,22.3,Purchase,Local Restaurant,Entertainment,no_fraud
21049,364,2023-12-21 03:04:31,4.04,Purchase,CVS,Shopping,no_fraud
21050,7747,2023-12-21 03:58:48,12.39,Purchase,McDonald's,Travel,no_fraud
21051,1384,2023-12-21 04:32:24,25.16,Purchase,Walmart,Dining,no_fraud
21052,2832,2023-12-21 04:46:05,29.48,Purchase,Walgreens,Shopping,no_fraud
21053,8859,2023-12-21 04:46:47,48.45,Purchase,Trader Joe's,Dining,no_fraud
21054,325,2023-12-21 04:57:42,27.48,Purchase,Walmart,Home,no_fraud
21055,3996,2023-12-21 06:49:11,43.84,Purchase,AT&T,Groceries,no_fraud
21056,7425,2023-12-21 07:02:22,29.28,Purchase,Coffee Shop,Groceries,no_fraud
21057,9225,2023-12-21 07:08:59,14.79,Purchase,Airbnb,Home,no_fraud
21058,9357,2023-12-21 07:22:05,41.54,Purchase,Apple,Healthcare,no_fraud
21059,5381,2023-12-21 07:34:25,11.47,Purchase,T-Mobile,Transportation,no_fraud
21060,1634,2023-12-21 07:49:22,217.47,Deposit,N/A,Deposit,no_fraud
21061,5866,2023-12-21 08:25:45,27.24,Purchase,Subway,Healthcare,no_fraud
21062,1007,2023-12-21 09:15:48,21.31,Purchase,Delta Airlines,Transportation,no_fraud
21063,4508,2023-12-21 10:02:50,37.77,Purchase,Best Buy,Transportation,no_fraud
21064,6980,2023-12-21 10:08:42,19.52,Purchase,Comcast,Entertainment,no_fraud
21065,8928,2023-12-21 11:03:27,24.67,Purchase,State Farm,Transportation,no_fraud
21066,2797,2023-12-21 11:19:23,200.97,Purchase,Electronics Store,Groceries,no_fraud
21067,1001,2023-12-21 12:57:41,8.81,Purchase,Netflix,Home,no_fraud
21068,2932,2023-12-21 13:12:54,20.34,Purchase,Trader Joe's,Entertainment,no_fraud
21069,898,2023-12-21 13:14:54,14.82,Purchase,Auto Shop,Travel,no_fraud
21070,6123,2023-12-21 13:19:19,1000.0,Withdrawal,N/A,Withdrawal,no_fraud
21071,4965,2023-12-21 13:36:53,20.86,Purchase,Chevron,Entertainment,no_fraud
21072,3678,2023-12-21 13:37:16,11.28,Purchase,Publix,Dining,no_fraud
21073,6893,2023-12-21 13:46:45,44.57,Purchase,Best Buy,Home,no_fraud
21074,3396,2023-12-21 13:55:36,8.68,Purchase,Hardware Store,Shopping,no_fraud
21075,7808,2023-12-21 14:01:47,4.77,Purchase,Spotify,Transportation,no_fraud
21076,5014,2023-12-21 14:44:23,36.94,Purchase,Google,Dining,no_fraud
21077,2485,2023-12-21 15:05:52,20.1,Purchase,Best Buy,Groceries,no_fraud
21078,8274,2023-12-21 15:17:20,6.85,Purchase,Grocery Store,Education,no_fraud
21079,196,2023-12-21 15:34:56,27.08,Purchase,Florist,Education,no_fraud
21080,5826,2023-12-21 15:50:40,25.04,Purchase,Grocery Store,Home,no_fraud
21081,4155,2023-12-21 16:38:20,9.77,Purchase,Electronics Store,Shopping,no_fraud
21082,9508,2023-12-21 16:52:17,100.0,Withdrawal,N/A,Withdrawal,fraud
21083,6294,2023-12-21 16:58:35,9.57,Purchase,Toy Store,Travel,no_fraud
21084,9591,2023-12-21 17:24:46,15.57,Purchase,Safeway,Shopping,no_fraud
21085,7645,2023-12-21 17:26:07,22.37,Purchase,Uber,Shopping,no_fraud
21086,5844,2023-12-21 18:17:28,18.39,Purchase,Best Buy,Shopping,no_fraud
21087,5600,2023-12-21 18:17:29,160.0,Withdrawal,N/A,Withdrawal,no_fraud
21088,4737,2023-12-21 18:20:12,9.11,Purchase,Auto Shop,Education,no_fraud
21089,3908,2023-12-21 18:27:08,26.5,Purchase,Amazon Prime,Home,no_fraud
21090,396,2023-12-21 19:56:59,8.41,Purchase,Kroger,Entertainment,no_fraud
21091,7531,2023-12-21 20:01:01,13.3,Purchase,DoorDash,Utilities,no_fraud
21092,473,2023-12-21 21:07:59,14.82,Purchase,HBO Max,Healthcare,no_fraud
21093,202,2023-12-21 21:09:48,84.55,Purchase,Florist,Groceries,no_fraud
21094,3092,2023-12-21 21:29:35,11.6,Purchase,Jewelry Store,Dining,no_fraud
21095,3183,2023-12-21 21:54:34,67.69,Refund,Florist,Dining,no_fraud
21096,8046,2023-12-21 22:16:55,34.68,Purchase,Jewelry Store,Utilities,no_fraud
21097,3314,2023-12-21 22:21:52,19.44,Purchase,Bookstore,Shopping,no_fraud
21098,3235,2023-12-21 22:28:27,27.71,Purchase,Walmart,Transportation,no_fraud
21099,1556,2023-12-21 23:18:47,15.86,Purchase,Marriott Hotels,Utilities,no_fraud
21100,2533,2023-12-21 23:43:00,31.33,Purchase,Starbucks,Healthcare,no_fraud
21101,7824,2023-12-21 23:51:31,21.59,Purchase,Disney+,Shopping,no_fraud
21102,3042,2023-12-21 23:56:37,9.71,Purchase,Geico,Groceries,no_fraud
21103,2533,2023-12-22 01:07:50,46.68,Purchase,Verizon,Entertainment,no_fraud
21104,7786,2023-12-22 01:13:29,23.64,Purchase,Subway,Groceries,no_fraud
21105,2796,2023-12-22 01:39:42,82.73,Deposit,N/A,Deposit,no_fraud
21106,2379,2023-12-22 02:28:11,28.82,Purchase,Amazon,Shopping,no_fraud
