customer_id,product_id,interaction_type,engagement_score,time_spent_seconds,date_time,device_type,features_used,conversion_status
6775,48,Click,50.92,6,2025-04-18 06:06:21,MacBook,Application Status,True
1607,60,Click,4.84,9,2025-04-15 05:06:23,MacBook,Application Status,False
6694,74,Apply,53.38,211,2024-02-22 08:08:58,Samsung Galaxy,Mortgage Calculator,False
1481,39,Download,42.53,12,2024-01-20 21:52:17,Samsung Galaxy,Interest Calculator,True
8203,62,Click,9.04,10,2024-10-30 15:29:40,Samsung Galaxy,"Payment Schedule, Application Status",False
7123,36,Apply,61.79,65,2024-10-09 09:10:10,iPad,"Statements, Automatic Transfers",False
7023,2,Apply,97.07,231,2024-09-01 02:02:32,MacBook,"Rewards Calculator, Balance Transfer",True
7031,89,Apply,70.39,216,2024-08-11 22:38:28,Windows PC,"Portfolio Performance, Trade, Tax Documents",True
8653,24,Download,68.62,91,2023-03-26 12:45:10,Windows PC,"Transaction History, Alerts",True
5036,25,Click,23.44,11,2023-02-10 20:20:20,iPhone,Bill Pay,False
1820,5,View,28.3,9,2023-04-17 23:34:01,iPhone,"Payment Schedule, Balance Transfer, Statements",True
1297,65,Click,29.03,44,2024-10-26 14:42:33,iPhone,Vehicle Valuation,False
961,35,View,26.54,9,2023-10-27 21:53:24,Google Pixel,Statements,False
4923,85,Download,57.11,85,2023-06-24 20:25:40,iPhone,Trade,True
9280,65,View,30.35,37,2024-05-27 23:01:19,MacBook,Application Status,False
6092,24,Calculate,52.92,23,2025-02-26 18:27:56,Windows PC,"Alerts, Check Deposit, Bill Pay",False
9342,75,Click,21.76,8,2024-01-21 16:29:18,Samsung Galaxy,"Amortization Schedule, Mortgage Calculator, Documents",False
7573,5,Download,63.87,26,2025-01-01 07:10:28,Samsung Galaxy,"Rewards Calculator, Balance Transfer",False
9522,62,Click,5.39,11,2024-12-27 07:57:03,Samsung Galaxy,"Payment Schedule, Loan Calculator, Vehicle Valuation",False
2676,90,View,20.98,31,2024-01-02 00:44:05,Samsung Galaxy,Asset Allocation,False
7030,19,Click,32.68,39,2023-08-29 03:33:32,iPhone,Rewards Calculator,False
8098,82,Click,23.28,7,2024-01-27 16:19:06,iPad,Portfolio Performance,False
3903,99,View,50.82,14,2023-01-18 06:43:43,iPhone,"Coverage Details, Account Management, Premium Calculator",False
6022,16,View,20.08,13,2025-04-18 17:51:12,Windows PC,"Statements, Balance Transfer",False
457,37,Download,57.37,52,2024-08-14 16:24:36,Windows PC,"Goal Setting, Tax Documents, Interest Calculator",False
295,95,Download,60.37,38,2024-07-26 07:20:02,iPhone,"Claims, Coverage Details, Account Management",False
6292,86,Click,24.96,43,2025-04-02 13:58:12,iPhone,"Asset Allocation, Tax Documents, Portfolio Performance",False
3828,97,View,42.85,21,2023-08-31 17:08:36,iPhone,Premium Calculator,True
3508,91,View,42.02,34,2025-04-27 18:23:42,Samsung Galaxy,"Coverage Details, Policy Documents, Account Management",False
743,79,Apply,61.39,707,2023-02-06 15:51:00,Windows PC,Mortgage Calculator,False
8580,75,Calculate,73.39,279,2024-12-09 02:09:07,Samsung Galaxy,"Amortization Schedule, Documents",True
4393,4,Click,46.0,23,2025-01-03 09:57:58,Samsung Galaxy,"Statements, Cash Advance, Balance Transfer",True
9530,23,Click,34.75,10,2024-10-11 03:51:48,Samsung Galaxy,Transaction History,False
9020,69,View,32.23,43,2024-10-16 05:36:29,Samsung Galaxy,Documents,False
1765,69,Download,50.1,49,2024-11-20 02:19:16,iPad,"Documents, Payment Schedule",True
4015,13,Download,50.36,35,2024-05-10 03:48:33,iPhone,"Balance Transfer, Statements, Rewards Calculator",True
6917,88,Click,20.76,6,2023-07-01 06:40:10,Windows PC,"Research, Trade",False
28,51,View,16.72,8,2024-02-04 18:30:21,iPhone,Application Status,False
9116,71,Download,55.88,57,2024-12-19 04:33:11,Samsung Galaxy,"Documents, Rate Comparison",False
9758,86,Click,21.64,87,2024-11-17 22:23:14,Samsung Galaxy,"Trade, Asset Allocation",False
1475,17,Download,36.43,167,2024-12-14 06:28:16,Samsung Galaxy,Statements,False
7357,9,View,38.02,50,2023-07-04 07:59:10,iPhone,Rewards Calculator,False
3373,98,Apply,76.73,51,2025-03-11 16:54:48,Samsung Galaxy,"Account Management, Claims",False
8221,63,Compare,47.57,40,2023-08-08 23:27:58,iPad,"Payment Schedule, Vehicle Valuation, Documents",False
3557,56,Click,27.36,19,2024-05-06 20:19:36,iPhone,"Application Status, Loan Calculator, Payment Schedule",False
9247,63,Click,23.88,55,2025-01-05 08:20:36,Samsung Galaxy,"Loan Calculator, Payment Schedule",True
9868,61,Compare,47.82,73,2024-10-21 00:15:39,Samsung Galaxy,"Documents, Payment Schedule",False
2469,43,Compare,66.59,275,2025-04-05 09:15:56,Google Pixel,Tax Documents,False
3811,52,Download,40.33,60,2025-03-21 09:09:43,Windows PC,"Payment Schedule, Application Status, Documents",True
166,67,Click,51.75,99,2025-03-16 09:31:59,Google Pixel,"Documents, Payment Schedule",False
1989,88,View,21.89,25,2024-11-08 08:00:55,Samsung Galaxy,Tax Documents,False
8583,5,View,38.43,19,2025-02-05 14:23:39,Samsung Galaxy,"Payment Schedule, Cash Advance",False
4014,13,View,52.63,4,2023-10-21 16:02:52,Windows PC,"Cash Advance, Rewards Calculator, Statements",False
7950,86,Click,45.77,37,2023-01-29 03:07:07,MacBook,"Tax Documents, Trade",True
6867,56,View,22.01,43,2023-12-04 05:00:10,Samsung Galaxy,"Payment Schedule, Rate Comparison",True
2241,11,Click,37.18,17,2025-03-03 01:19:15,Windows PC,"Cash Advance, Payment Schedule",False
4033,84,Click,65.74,17,2024-04-23 21:20:34,Windows PC,"Asset Allocation, Tax Documents",True
3752,90,Click,10.84,3,2024-05-01 20:21:50,iPhone,Asset Allocation,False
490,97,Click,41.52,102,2023-10-01 20:46:03,Windows PC,"Coverage Details, Claims, Policy Documents",True
6390,80,Click,40.3,7,2024-09-24 00:47:19,Samsung Galaxy,Rate Comparison,True
7128,95,Download,37.13,68,2023-06-06 21:47:15,MacBook,Account Management,True
9681,30,View,22.54,134,2023-08-10 06:38:02,MacBook,"Check Deposit, Money Transfer",False
755,84,Click,31.1,22,2024-11-09 06:21:05,iPhone,"Tax Documents, Asset Allocation, Trade",False
3016,58,View,22.15,55,2025-01-04 07:57:36,iPhone,"Rate Comparison, Loan Calculator",False
7735,88,View,50.76,23,2023-04-03 14:37:24,Samsung Galaxy,"Research, Asset Allocation",False
7795,80,View,12.64,34,2025-03-02 23:39:36,iPhone,"Application Status, Mortgage Calculator",False
232,33,View,29.1,55,2024-04-09 13:11:19,Samsung Galaxy,"Automatic Transfers, Statements",False
4340,36,Click,35.55,23,2023-03-21 10:54:49,iPhone,"Interest Calculator, Tax Documents, Goal Setting",False
6904,16,Download,39.79,51,2023-11-26 20:19:23,iPhone,"Payment Schedule, Cash Advance, Balance Transfer",True
6159,29,Click,25.42,20,2024-10-04 11:28:21,iPad,"Transaction History, Alerts",False
536,25,View,41.8,58,2023-07-12 19:08:31,Samsung Galaxy,"Transaction History, Bill Pay",True
2976,18,View,26.56,30,2024-06-13 01:19:25,Samsung Galaxy,"Statements, Payment Schedule",False
6044,2,Click,21.01,16,2023-02-09 21:45:54,Windows PC,"Rewards Calculator, Payment Schedule",True
6914,76,View,20.61,188,2023-11-09 20:57:12,iPad,Mortgage Calculator,False
8297,57,View,29.54,3,2023-06-26 01:58:59,Samsung Galaxy,"Application Status, Documents, Loan Calculator",False
9955,78,View,50.68,18,2023-08-28 23:53:03,iPhone,"Application Status, Amortization Schedule",False
9077,87,Apply,67.86,932,2023-08-30 23:27:55,iPad,Trade,True
2838,64,View,57.98,174,2024-11-06 12:32:15,Samsung Galaxy,"Vehicle Valuation, Loan Calculator",False
9175,31,Calculate,55.86,37,2024-12-03 16:24:05,Google Pixel,"Tax Documents, Automatic Transfers",False
5416,63,Click,45.14,57,2023-06-06 17:08:27,Android Tablet,"Application Status, Vehicle Valuation, Loan Calculator",True
2530,10,Apply,68.82,36,2024-11-28 02:44:22,Android Tablet,Cash Advance,True
825,76,Calculate,64.37,64,2024-03-06 04:53:02,Samsung Galaxy,"Mortgage Calculator, Documents, Amortization Schedule",False
9693,31,Apply,47.05,79,2024-05-30 05:37:56,iPhone,"Automatic Transfers, Statements, Goal Setting",True
6245,15,View,22.16,24,2023-03-11 15:00:30,Windows PC,"Statements, Rewards Calculator, Balance Transfer",True
7437,29,Calculate,51.2,196,2024-01-29 23:02:50,Samsung Galaxy,"Alerts, Money Transfer, Bill Pay",False
3799,28,Click,15.35,14,2023-06-20 05:24:33,Samsung Galaxy,Money Transfer,False
3469,68,Click,18.33,11,2024-09-15 00:32:48,Samsung Galaxy,"Vehicle Valuation, Payment Schedule, Application Status",False
3040,77,View,18.43,13,2023-07-16 22:46:11,Samsung Galaxy,"Application Status, Documents",False
1439,96,View,25.13,11,2023-07-04 01:25:56,iPad,Premium Calculator,False
4246,72,Apply,68.23,300,2023-07-15 07:44:56,iPad,"Mortgage Calculator, Documents",True
8604,9,Click,26.79,49,2023-10-15 19:35:10,Windows PC,Rewards Calculator,False
675,50,View,12.16,24,2024-05-04 13:34:06,iPhone,"Documents, Rate Comparison, Loan Calculator",False
7988,44,Download,43.15,51,2023-07-18 18:45:00,Samsung Galaxy,"Statements, Automatic Transfers, Tax Documents",False
2783,75,Download,53.37,54,2024-01-22 01:26:22,iPhone,"Documents, Rate Comparison, Amortization Schedule",False
9866,63,View,39.75,4,2023-12-12 13:11:54,iPhone,"Application Status, Vehicle Valuation, Documents",True
7620,40,Click,38.4,5,2024-10-27 00:23:34,Samsung Galaxy,Interest Calculator,True
9906,77,Apply,49.24,120,2024-08-15 16:40:01,Samsung Galaxy,Rate Comparison,False
1179,13,View,32.08,8,2024-02-12 03:50:32,Samsung Galaxy,Rewards Calculator,True
2064,3,View,34.16,34,2024-11-15 07:49:04,iPad,Cash Advance,True
1024,39,View,29.44,50,2024-01-25 16:26:59,Samsung Galaxy,"Tax Documents, Statements",False
3365,23,View,41.93,37,2023-04-02 17:55:36,Samsung Galaxy,"Transaction History, Bill Pay",True
1492,26,Click,34.05,26,2023-06-14 22:20:34,Google Pixel,Money Transfer,False
4997,88,Click,46.94,55,2023-01-31 12:22:43,Windows PC,"Asset Allocation, Trade",False
3917,87,Click,29.25,19,2024-10-03 23:35:11,Samsung Galaxy,"Portfolio Performance, Tax Documents",False
7517,29,Calculate,78.8,82,2024-10-11 08:25:29,iPhone,"Alerts, Bill Pay",True
1233,66,View,40.27,10,2025-03-24 21:19:22,Samsung Galaxy,"Application Status, Loan Calculator, Payment Schedule",False
2940,50,Click,30.37,107,2024-12-28 18:32:08,iPhone,Loan Calculator,True
6664,53,Click,30.81,16,2024-12-25 20:29:56,Google Pixel,Payment Schedule,False
3509,14,Click,1.0,68,2024-05-31 07:33:11,iPhone,"Cash Advance, Payment Schedule",False
9752,96,Download,36.67,35,2023-09-15 02:18:43,MacBook,"Premium Calculator, Coverage Details, Account Management",False
2569,22,View,20.63,56,2025-04-03 11:40:56,iPad,Alerts,True
4459,18,Click,10.27,30,2024-01-27 09:10:46,iPhone,"Payment Schedule, Rewards Calculator, Balance Transfer",False
6804,96,View,29.24,4,2024-12-19 03:11:35,iPad,"Account Management, Coverage Details",False
4534,8,Apply,49.88,182,2025-01-02 14:18:37,iPhone,"Cash Advance, Statements, Payment Schedule",True
3664,82,Click,23.36,4,2023-12-25 22:16:22,Google Pixel,"Research, Portfolio Performance",False
3710,100,View,31.1,22,2024-09-07 05:02:29,Samsung Galaxy,"Policy Documents, Account Management",True
9195,90,Click,57.25,29,2023-09-19 14:04:24,Samsung Galaxy,Tax Documents,False
9278,27,Calculate,72.88,141,2024-11-04 22:04:08,Google Pixel,"Alerts, Money Transfer, Transaction History",True
4189,47,View,46.42,53,2023-09-23 05:21:14,iPad,Application Status,False
7594,35,View,38.35,23,2023-03-16 08:20:22,MacBook,Statements,False
1632,84,View,47.04,1,2023-07-12 07:40:08,iPhone,Trade,True
4526,95,View,31.51,6,2023-04-28 12:01:50,MacBook,Premium Calculator,True
4969,93,Apply,56.96,227,2024-10-13 10:01:15,Samsung Galaxy,"Coverage Details, Policy Documents, Claims",True
5088,83,Click,43.67,7,2023-03-04 05:24:47,Windows PC,"Portfolio Performance, Tax Documents",False
7025,27,View,35.17,20,2024-06-26 08:02:10,iPhone,"Alerts, Bill Pay",True
653,48,View,42.25,11,2024-05-27 15:51:10,Samsung Galaxy,Application Status,True
1595,50,Calculate,42.82,146,2023-09-03 05:28:57,iPad,Application Status,False
3350,99,Apply,60.05,113,2025-01-17 20:21:06,iPhone,"Premium Calculator, Claims",False
8369,88,Click,51.78,7,2025-02-21 21:03:41,Samsung Galaxy,Research,False
6425,11,View,29.93,22,2023-01-20 09:48:44,iPhone,"Payment Schedule, Cash Advance, Balance Transfer",False
3359,86,Apply,65.53,159,2024-03-10 01:47:16,Samsung Galaxy,"Portfolio Performance, Research",False
8594,5,Calculate,56.39,258,2025-03-25 23:46:06,Samsung Galaxy,Statements,False
2436,95,View,38.56,55,2025-04-27 00:25:15,Samsung Galaxy,"Policy Documents, Premium Calculator",True
2502,41,Click,47.7,4,2025-04-09 12:18:20,Samsung Galaxy,Automatic Transfers,False
9486,64,View,30.18,3,2024-09-29 18:54:01,iPhone,Application Status,True
3058,96,Click,48.15,57,2023-06-25 04:49:23,Google Pixel,"Policy Documents, Coverage Details, Account Management",False
6434,64,Click,1.0,20,2024-08-13 11:08:54,iPhone,"Documents, Vehicle Valuation, Payment Schedule",False
5904,70,Apply,81.33,128,2025-04-09 01:42:09,Samsung Galaxy,"Loan Calculator, Application Status",True
8572,49,Apply,81.39,550,2023-03-20 01:03:47,iPhone,Documents,True
1196,23,Click,36.0,10,2023-10-11 02:10:33,Samsung Galaxy,"Alerts, Bill Pay, Check Deposit",False
9519,42,View,44.98,74,2024-10-12 05:21:33,iPhone,"Tax Documents, Statements",True
2542,37,Apply,70.06,93,2024-06-23 00:56:54,iPhone,Goal Setting,False
9698,91,Calculate,54.26,107,2024-05-01 09:28:14,iPhone,"Coverage Details, Policy Documents",False
4581,71,View,32.73,116,2024-09-27 03:20:46,iPhone,Amortization Schedule,False
1255,19,View,29.02,26,2023-12-25 09:20:43,Android Tablet,"Rewards Calculator, Statements",True
9598,61,Click,55.4,66,2023-12-08 13:57:07,Google Pixel,Application Status,True
4756,4,View,57.98,13,2024-05-25 01:36:13,Samsung Galaxy,"Statements, Rewards Calculator, Payment Schedule",False
202,21,View,22.96,20,2023-03-02 02:11:12,Samsung Galaxy,"Alerts, Money Transfer",False
1971,31,Click,34.57,3,2023-08-27 07:32:02,Google Pixel,"Tax Documents, Interest Calculator, Goal Setting",False
4703,55,Click,71.98,77,2024-07-05 08:22:46,Windows PC,"Payment Schedule, Loan Calculator, Documents",True
9067,7,View,29.05,34,2023-06-18 01:21:54,iPhone,"Statements, Balance Transfer, Rewards Calculator",True
2500,23,Calculate,58.49,118,2025-04-27 04:08:54,Samsung Galaxy,"Transaction History, Alerts, Bill Pay",True
8278,30,Share,43.65,33,2023-07-06 03:17:38,iPhone,Alerts,False
6547,62,Download,26.39,30,2024-02-18 01:50:44,iPhone,"Application Status, Payment Schedule",False
5563,84,Calculate,62.39,51,2023-07-03 00:14:57,iPhone,"Portfolio Performance, Asset Allocation, Research",True
6578,19,View,45.51,6,2023-02-12 03:06:23,iPhone,"Statements, Balance Transfer",True
6587,7,View,33.24,7,2025-04-03 22:13:47,iPhone,Cash Advance,False
2900,13,View,14.91,3,2023-09-06 10:39:11,Google Pixel,"Payment Schedule, Balance Transfer",False
7103,68,Download,36.8,45,2023-04-19 09:29:31,Windows PC,"Documents, Application Status, Loan Calculator",False
8407,42,View,12.49,11,2024-04-30 12:27:03,iPad,"Goal Setting, Automatic Transfers, Interest Calculator",False
9830,96,View,37.2,6,2023-03-01 17:18:43,Samsung Galaxy,"Account Management, Premium Calculator",False
9497,50,Calculate,74.73,579,2023-04-05 17:23:27,iPhone,"Rate Comparison, Application Status, Documents",True
4761,68,Click,33.29,52,2023-01-15 11:48:14,Google Pixel,"Loan Calculator, Vehicle Valuation",False
4792,52,Compare,58.36,157,2024-01-14 08:08:24,Google Pixel,Loan Calculator,True
7347,68,Click,46.4,69,2024-01-22 06:16:39,iPad,"Vehicle Valuation, Loan Calculator, Payment Schedule",True
4310,99,Click,35.29,42,2025-04-27 23:45:26,Windows PC,"Premium Calculator, Claims, Account Management",True
9061,45,Calculate,63.5,358,2025-04-21 18:00:39,Samsung Galaxy,Statements,False
8129,84,View,28.79,17,2024-10-04 08:56:28,Windows PC,"Tax Documents, Trade, Portfolio Performance",False
5335,67,View,16.66,10,2025-04-17 14:19:04,Windows PC,"Loan Calculator, Vehicle Valuation",True
5410,18,View,52.0,15,2025-04-28 03:08:04,iPad,Cash Advance,True
6862,1,Click,60.19,28,2024-05-21 10:17:05,MacBook,"Cash Advance, Rewards Calculator",True
5334,4,Calculate,58.54,594,2023-04-22 02:13:49,Samsung Galaxy,"Statements, Payment Schedule",True
8723,76,Calculate,38.57,63,2024-08-23 21:08:41,iPhone,Amortization Schedule,True
9432,73,View,46.56,16,2023-06-15 16:39:34,iPhone,"Mortgage Calculator, Amortization Schedule, Rate Comparison",True
8528,82,Calculate,34.7,90,2024-01-03 19:44:12,iPad,"Portfolio Performance, Trade",False
8127,39,Click,23.71,7,2023-01-19 20:58:14,Samsung Galaxy,"Tax Documents, Interest Calculator, Statements",False
1064,13,View,24.85,8,2023-05-26 05:33:33,Windows PC,"Cash Advance, Rewards Calculator",False
5806,24,View,15.09,10,2023-03-22 06:35:09,iPhone,"Money Transfer, Check Deposit",False
7450,3,Calculate,41.95,133,2024-06-08 13:29:32,iPad,"Statements, Rewards Calculator, Cash Advance",True
9167,44,Apply,49.63,48,2023-03-04 12:39:36,Windows PC,"Tax Documents, Statements, Goal Setting",True
3803,11,Download,57.86,28,2024-01-01 03:21:43,Google Pixel,"Statements, Rewards Calculator, Cash Advance",True
8089,37,Click,37.55,22,2024-11-27 01:47:27,iPad,"Interest Calculator, Automatic Transfers, Statements",True
6675,65,Click,30.19,29,2025-01-30 21:06:11,Samsung Galaxy,"Documents, Application Status, Vehicle Valuation",True
7288,62,Click,39.15,93,2024-07-28 04:55:41,MacBook,"Payment Schedule, Application Status, Loan Calculator",False
8683,91,Compare,40.43,59,2023-06-23 20:10:38,Samsung Galaxy,Premium Calculator,True
8091,43,Apply,39.89,87,2023-11-24 13:36:14,Samsung Galaxy,"Goal Setting, Statements, Interest Calculator",True
5661,73,Compare,67.45,80,2023-05-20 14:54:04,iPhone,"Documents, Application Status",False
4253,25,Download,25.66,39,2023-05-25 14:00:12,iPad,"Bill Pay, Transaction History",True
2016,15,Click,22.64,5,2024-09-19 06:42:10,iPhone,Rewards Calculator,False
7668,48,View,33.28,33,2024-09-17 02:21:45,iPhone,Rate Comparison,False
4577,40,View,1.0,34,2023-07-30 20:55:12,iPhone,"Goal Setting, Automatic Transfers",False
1747,31,Click,18.4,7,2024-05-07 04:18:03,MacBook,"Automatic Transfers, Goal Setting",False
408,54,Click,40.64,11,2023-02-17 13:59:54,iPhone,"Loan Calculator, Documents",False
707,49,View,50.98,102,2025-04-22 01:30:23,iPhone,"Rate Comparison, Documents",True
5041,91,Click,23.25,29,2023-08-21 10:29:38,iPhone,"Account Management, Coverage Details, Claims",False
4769,33,Click,32.85,28,2024-02-05 14:39:40,Samsung Galaxy,"Goal Setting, Interest Calculator",False
5694,84,Click,57.97,32,2024-04-20 18:38:04,Samsung Galaxy,"Trade, Asset Allocation, Tax Documents",False
910,79,Apply,59.16,43,2023-01-03 02:07:04,Samsung Galaxy,"Rate Comparison, Application Status",False
3599,26,Click,32.76,211,2023-03-31 05:58:53,Google Pixel,Money Transfer,True
7397,5,View,16.45,10,2024-02-02 15:34:07,Google Pixel,Payment Schedule,False
3148,85,View,33.22,33,2024-01-31 07:21:20,iPhone,"Trade, Research",False
2852,16,Click,33.6,92,2024-10-15 01:41:47,iPad,Balance Transfer,False
1635,40,Calculate,53.46,182,2024-12-22 00:43:04,Android Tablet,"Automatic Transfers, Statements",True
7258,17,View,23.32,21,2024-07-31 12:31:44,Android Tablet,"Cash Advance, Rewards Calculator, Balance Transfer",True
1556,4,Click,22.39,26,2024-06-16 14:12:12,iPhone,"Rewards Calculator, Statements",False
1074,18,View,35.27,18,2024-03-12 04:06:46,iPad,Payment Schedule,False
5614,74,Click,28.18,42,2024-07-29 12:55:45,iPhone,"Amortization Schedule, Rate Comparison, Documents",False
216,79,Compare,44.93,182,2024-08-04 13:12:59,MacBook,"Documents, Rate Comparison, Application Status",True
7736,26,Click,21.01,11,2023-04-15 21:36:12,Samsung Galaxy,Check Deposit,False
3935,100,Click,23.37,21,2025-01-06 12:48:40,Windows PC,Policy Documents,False
3992,80,Download,26.11,42,2025-03-04 04:40:28,Google Pixel,"Mortgage Calculator, Application Status, Rate Comparison",True
9938,51,View,37.87,15,2023-08-18 06:34:24,Windows PC,"Application Status, Rate Comparison",True
4979,96,Click,51.45,6,2024-02-21 09:15:30,Samsung Galaxy,"Claims, Policy Documents, Coverage Details",True
9273,71,Compare,54.6,232,2023-10-22 16:16:55,Google Pixel,"Amortization Schedule, Mortgage Calculator",True
2282,5,Apply,78.29,307,2024-10-18 12:15:29,MacBook,"Cash Advance, Rewards Calculator",True
6148,22,Download,44.35,74,2023-03-23 22:55:40,Samsung Galaxy,"Bill Pay, Transaction History",False
2052,58,View,34.66,11,2023-08-31 06:12:41,iPhone,Rate Comparison,False
6516,18,View,30.01,10,2024-03-19 18:21:32,Windows PC,"Statements, Rewards Calculator",False
5027,30,Click,22.83,27,2024-09-28 08:12:17,Samsung Galaxy,"Check Deposit, Alerts, Bill Pay",True
9340,42,Click,11.11,33,2025-04-14 15:01:38,Windows PC,"Tax Documents, Automatic Transfers",False
8299,68,View,30.21,13,2024-10-01 23:58:37,iPhone,"Documents, Vehicle Valuation, Application Status",False
1801,80,Apply,63.38,282,2024-01-04 08:11:01,iPad,"Application Status, Documents",False
3686,40,Click,34.98,9,2024-01-15 04:54:01,iPhone,Interest Calculator,False
8453,69,Click,13.5,10,2025-02-27 14:08:27,Windows PC,"Vehicle Valuation, Documents, Loan Calculator",False
3827,43,Click,22.82,55,2025-03-19 09:46:10,Samsung Galaxy,"Interest Calculator, Statements",True
4022,26,Download,52.01,49,2023-07-04 14:21:55,Samsung Galaxy,"Alerts, Bill Pay, Money Transfer",False
2231,17,View,33.43,15,2023-01-18 02:18:40,iPhone,Cash Advance,False
2882,28,View,21.57,20,2023-01-12 09:09:46,Google Pixel,"Money Transfer, Bill Pay",False
4083,85,Calculate,76.41,244,2024-03-08 09:29:23,iPhone,Research,True
8815,97,Download,76.67,137,2023-10-07 07:47:33,Samsung Galaxy,"Policy Documents, Premium Calculator",False
5693,84,Click,26.9,28,2024-01-15 23:10:12,MacBook,"Portfolio Performance, Trade",False
6197,93,Click,11.8,8,2024-10-24 06:02:44,Windows PC,"Policy Documents, Account Management",True
7330,75,Click,43.56,1,2024-06-17 13:27:03,iPhone,"Mortgage Calculator, Application Status, Documents",False
7253,6,View,47.6,48,2023-01-01 12:20:19,iPhone,"Cash Advance, Statements",True
3100,70,Click,29.01,8,2023-06-03 01:41:22,Windows PC,"Application Status, Loan Calculator",False
2486,32,Click,47.23,25,2024-03-07 00:00:03,MacBook,"Automatic Transfers, Goal Setting, Interest Calculator",False
9573,14,Click,48.66,4,2023-04-28 21:05:57,Google Pixel,Balance Transfer,False
7857,9,Click,20.19,8,2024-10-14 01:46:51,iPhone,"Rewards Calculator, Statements, Payment Schedule",True
5920,16,Download,44.03,36,2023-05-25 05:24:09,iPhone,"Rewards Calculator, Cash Advance",True
9235,62,View,43.81,3,2024-05-10 21:16:40,iPhone,Payment Schedule,True
6222,81,Click,19.25,12,2023-01-08 10:52:30,Samsung Galaxy,"Portfolio Performance, Asset Allocation, Tax Documents",False
6157,55,Click,68.19,17,2023-04-16 19:58:54,iPad,"Payment Schedule, Application Status",True
6988,78,View,49.17,3,2023-02-01 04:56:50,Android Tablet,"Mortgage Calculator, Rate Comparison, Amortization Schedule",True
3251,36,Click,18.71,26,2024-02-09 04:13:01,iPad,Goal Setting,False
163,35,Click,5.8,22,2023-07-06 23:57:04,iPad,"Automatic Transfers, Tax Documents, Statements",False
8136,7,View,37.98,20,2024-09-24 10:47:52,Google Pixel,"Balance Transfer, Rewards Calculator",False
2168,43,Calculate,46.09,103,2024-07-15 20:25:13,Windows PC,"Tax Documents, Statements, Goal Setting",False
8459,12,View,25.34,12,2025-03-18 22:08:36,iPhone,Balance Transfer,True
133,55,View,43.41,113,2025-02-22 15:59:55,Windows PC,"Loan Calculator, Rate Comparison",False
5156,37,Download,37.99,33,2024-05-08 05:32:18,MacBook,Tax Documents,False
4672,53,Download,59.67,44,2023-01-11 23:35:31,iPhone,"Loan Calculator, Rate Comparison, Documents",False
838,8,Download,39.55,34,2023-03-25 06:54:42,Windows PC,"Cash Advance, Payment Schedule, Rewards Calculator",False
1121,92,Calculate,67.61,194,2023-03-28 12:55:20,iPhone,Policy Documents,True
635,56,View,17.96,10,2025-01-15 06:55:34,Samsung Galaxy,"Documents, Application Status",False
5389,66,View,31.06,169,2024-12-29 20:15:41,Google Pixel,"Documents, Vehicle Valuation, Payment Schedule",False
1358,80,Click,13.99,8,2025-04-09 07:23:48,iPad,"Mortgage Calculator, Amortization Schedule",False
1157,73,View,42.64,14,2023-08-08 13:12:19,iPhone,"Application Status, Rate Comparison",True
5727,17,View,26.93,16,2023-02-23 10:01:08,iPad,"Balance Transfer, Payment Schedule, Cash Advance",True
6282,32,View,45.36,21,2025-02-18 18:59:52,Google Pixel,"Goal Setting, Interest Calculator, Automatic Transfers",False
3425,93,Download,47.14,29,2023-10-16 14:02:40,iPhone,"Policy Documents, Account Management",False
4502,80,Click,61.62,25,2025-04-12 10:04:19,iPhone,Documents,True
2043,90,View,37.57,4,2024-01-22 08:54:48,iPhone,Trade,True
5494,46,View,66.9,121,2024-02-10 05:23:23,Windows PC,"Payment Schedule, Loan Calculator",True
3643,49,Click,18.81,7,2024-12-11 09:46:01,Windows PC,"Loan Calculator, Documents",False
6941,70,Click,14.06,82,2024-05-12 16:51:19,iPad,Loan Calculator,False
3197,57,Click,46.4,11,2023-09-10 02:08:08,iPhone,"Documents, Rate Comparison, Application Status",True
3445,86,Click,30.6,33,2025-01-04 16:09:59,iPhone,"Research, Asset Allocation",True
5334,58,View,19.02,38,2024-11-11 12:54:29,Samsung Galaxy,"Loan Calculator, Rate Comparison",False
3690,80,View,29.33,29,2024-10-29 01:21:28,Windows PC,"Amortization Schedule, Rate Comparison, Application Status",False
3420,48,Click,11.76,14,2024-01-16 02:15:38,Samsung Galaxy,Payment Schedule,False
7638,67,View,50.22,13,2023-07-08 22:12:59,Windows PC,"Documents, Loan Calculator",True
5162,20,Click,20.6,10,2024-05-05 14:19:12,Samsung Galaxy,"Rewards Calculator, Balance Transfer, Cash Advance",False
7840,8,View,43.14,5,2023-07-21 15:06:25,Samsung Galaxy,Balance Transfer,True
1492,28,Share,51.37,56,2024-11-20 21:52:11,iPad,"Check Deposit, Bill Pay",True
9321,6,View,23.6,12,2024-09-18 04:40:28,Android Tablet,Balance Transfer,True
9095,23,View,17.63,10,2023-04-16 17:46:31,Windows PC,"Bill Pay, Transaction History",False
8462,99,View,40.63,21,2023-04-14 01:39:30,Windows PC,"Coverage Details, Premium Calculator",True
7568,80,Click,40.49,11,2023-08-01 20:50:47,Samsung Galaxy,Amortization Schedule,False
6953,33,View,30.89,24,2024-11-03 05:52:37,MacBook,Statements,False
